"","voted_for","gender","education"
"41699","Biden","Male","Post-grad"
"41700","Trump","Male","4-year"
"41701","Trump","Male","Post-grad"
"41702","Trump","Male","Post-grad"
"41703","Biden","Male","4-year"
"41704","Trump","Male","Post-grad"
"41705","Biden","Male","4-year"
"41706","Biden","Female","Some college"
"41707","Biden","Male","Post-grad"
"41708","Trump","Male","4-year"
"41709","Trump","Male","Post-grad"
"41710","Trump","Male","4-year"
"41711","Trump","Male","4-year"
"41712","Trump","Male","Post-grad"
"41713","Biden","Female","4-year"
"41714","Biden","Male","Post-grad"
"41715","Biden","Male","Post-grad"
"41716","Biden","Male","Post-grad"
"41717","Trump","Male","4-year"
"41718","Trump","Male","2-year"
"41719","Biden","Female","No HS"
"41720","Biden","Male","4-year"
"41721","Trump","Male","2-year"
"41722","Biden","Male","4-year"
"41723","Trump","Male","Post-grad"
"41724","Trump","Male","Post-grad"
"41725","Trump","Male","Some college"
"41726","Trump","Male","Post-grad"
"41727","Trump","Male","Post-grad"
"41728","Trump","Male","2-year"
"41729","Biden","Male","4-year"
"41730","Trump","Male","4-year"
"41731","Trump","Male","Some college"
"41732","Biden","Male","4-year"
"41733","Trump","Male","Some college"
"41734","Trump","Male","Some college"
"41735","Biden","Male","Post-grad"
"41736","Biden","Male","Post-grad"
"41737","Biden","Male","Post-grad"
"41738","Biden","Male","Post-grad"
"41739","Biden","Male","Post-grad"
"41740","Trump","Male","Post-grad"
"41741","Trump","Male","4-year"
"41742","Trump","Male","Some college"
"41743","Biden","Male","Some college"
"41744","Trump","Male","4-year"
"41745","Biden","Male","2-year"
"41746","Trump","Male","4-year"
"41747","Trump","Male","Some college"
"41748","Trump","Male","4-year"
"41749","Biden","Male","No HS"
"41750","Trump","Male","Some college"
"41751","Trump","Male","4-year"
"41752","Trump","Male","Post-grad"
"41753","Trump","Male","2-year"
"41754","Biden","Male","4-year"
"41755","Biden","Male","4-year"
"41756","Biden","Male","Some college"
"41757","Biden","Male","No HS"
"41758","Trump","Male","Some college"
"41759","Biden","Male","Some college"
"41760","Trump","Male","2-year"
"41761","Trump","Male","4-year"
"41762","Biden","Male","4-year"
"41763","Biden","Male","Post-grad"
"41764","Biden","Male","4-year"
"41765","Biden","Male","2-year"
"41766","Biden","Male","Post-grad"
"41767","Trump","Male","Post-grad"
"41768","Biden","Male","4-year"
"41769","Trump","Male","Some college"
"41770","Biden","Female","4-year"
"41771","Trump","Male","Post-grad"
"41772","Trump","Male","2-year"
"41773","Trump","Male","Some college"
"41774","Biden","Male","Some college"
"41775","Trump","Male","Some college"
"41776","Trump","Male","Post-grad"
"41777","Trump","Male","4-year"
"41778","Biden","Male","No HS"
"41779","Trump","Male","Some college"
"41780","Trump","Male","4-year"
"41781","Trump","Male","Some college"
"41782","Biden","Male","4-year"
"41783","Biden","Male","Post-grad"
"41784","Trump","Female","No HS"
"41785","Biden","Male","4-year"
"41786","Biden","Male","4-year"
"41787","Trump","Male","Some college"
"41788","Trump","Male","4-year"
"41789","Biden","Male","Post-grad"
"41790","Biden","Male","4-year"
"41791","Trump","Male","4-year"
"41792","Trump","Male","Some college"
"41793","Biden","Male","4-year"
"41794","Trump","Male","4-year"
"41795","Biden","Male","Post-grad"
"41796","Biden","Male","4-year"
"41797","Trump","Male","2-year"
"41798","Trump","Male","Post-grad"
"41799","Biden","Male","4-year"
"41800","Trump","Male","Post-grad"
"41801","Trump","Male","Some college"
"41802","Trump","Male","Some college"
"41803","Biden","Male","Post-grad"
"41804","Trump","Male","4-year"
"41805","Trump","Male","Post-grad"
"41806","Trump","Male","2-year"
"41807","Biden","Male","4-year"
"41808","Biden","Male","Some college"
"41809","Biden","Male","4-year"
"41810","Trump","Male","Some college"
"41811","Biden","Male","Some college"
"41812","Biden","Male","4-year"
"41813","Biden","Male","Post-grad"
"41814","Trump","Male","Some college"
"41815","Biden","Male","Post-grad"
"41816","Biden","Male","Post-grad"
"41817","Biden","Male","4-year"
"41818","Trump","Male","2-year"
"41819","Biden","Male","Some college"
"41820","Trump","Male","2-year"
"41821","Biden","Male","2-year"
"41822","Trump","Male","Post-grad"
"41823","Trump","Male","Post-grad"
"41824","Biden","Female","Some college"
"41825","Biden","Male","4-year"
"41826","Trump","Male","2-year"
"41827","Trump","Male","Some college"
"41828","Trump","Male","4-year"
"41829","Biden","Male","Post-grad"
"41830","Trump","Male","4-year"
"41831","Biden","Female","Some college"
"41832","Trump","Male","Some college"
"41833","Trump","Male","Some college"
"41834","Biden","Male","Post-grad"
"41835","Trump","Male","Post-grad"
"41836","Trump","Male","Some college"
"41837","Biden","Male","Post-grad"
"41838","Biden","Male","4-year"
"41839","Trump","Male","Post-grad"
"41840","Biden","Male","4-year"
"41841","Trump","Male","Some college"
"41842","Biden","Male","Post-grad"
"41843","Biden","Male","4-year"
"41844","Trump","Male","Some college"
"41845","Biden","Male","4-year"
"41846","Trump","Male","Post-grad"
"41847","Trump","Male","Post-grad"
"41848","Trump","Male","Some college"
"41849","Trump","Male","4-year"
"41850","Biden","Male","Post-grad"
"41851","Biden","Male","4-year"
"41852","Trump","Male","Post-grad"
"41853","Biden","Male","4-year"
"41854","Biden","Male","4-year"
"41855","Biden","Male","Some college"
"41856","Biden","Male","2-year"
"41857","Trump","Male","High school graduate"
"41858","Biden","Male","2-year"
"41859","Biden","Male","Some college"
"41860","Biden","Male","Some college"
"41861","Trump","Male","2-year"
"41862","Trump","Male","2-year"
"41863","Trump","Male","Post-grad"
"41864","Trump","Female","High school graduate"
"41865","Biden","Female","High school graduate"
"41866","Trump","Male","Post-grad"
"41867","Biden","Male","Post-grad"
"41868","Trump","Male","Some college"
"41869","Trump","Male","Some college"
"41870","Biden","Male","Post-grad"
"41871","Biden","Male","Post-grad"
"41872","Trump","Male","Post-grad"
"41873","Trump","Male","2-year"
"41874","Trump","Male","Some college"
"41875","Biden","Male","Post-grad"
"41876","Biden","Male","4-year"
"41877","Biden","Male","Some college"
"41878","Biden","Male","Post-grad"
"41879","Trump","Male","Some college"
"41880","Trump","Male","2-year"
"41881","Trump","Male","Some college"
"41882","Biden","Male","4-year"
"41883","Biden","Male","Post-grad"
"41884","Trump","Male","Some college"
"41885","Trump","Male","Some college"
"41886","Trump","Male","2-year"
"41887","Biden","Male","Post-grad"
"41888","Biden","Male","4-year"
"41889","Trump","Male","Some college"
"41890","Biden","Male","Some college"
"41891","Trump","Male","4-year"
"41892","Trump","Male","Post-grad"
"41893","Trump","Male","2-year"
"41894","Biden","Male","Post-grad"
"41895","Biden","Male","Some college"
"41896","Biden","Male","Post-grad"
"41897","Biden","Male","4-year"
"41898","Trump","Male","2-year"
"41899","Biden","Male","Post-grad"
"41900","Biden","Male","Post-grad"
"41901","Trump","Male","Post-grad"
"41902","Trump","Male","Post-grad"
"41903","Trump","Male","4-year"
"41904","Biden","Male","Some college"
"41905","Biden","Male","Post-grad"
"41906","Biden","Male","Post-grad"
"41907","Trump","Male","Some college"
"41908","Biden","Male","Some college"
"41909","Trump","Male","Some college"
"41910","Trump","Female","High school graduate"
"41911","Trump","Female","High school graduate"
"41912","Trump","Male","Some college"
"41913","Biden","Male","Post-grad"
"41914","Biden","Male","4-year"
"41915","Biden","Female","Some college"
"41916","Biden","Male","4-year"
"41917","Biden","Female","High school graduate"
"41918","Trump","Male","Post-grad"
"41919","Trump","Male","4-year"
"41920","Biden","Male","Some college"
"41921","Trump","Male","Some college"
"41922","Trump","Male","Some college"
"41923","Biden","Male","Post-grad"
"41924","Biden","Male","Some college"
"41925","Trump","Male","Some college"
"41926","Biden","Male","Post-grad"
"41927","Biden","Male","Post-grad"
"41928","Trump","Male","Post-grad"
"41929","Biden","Female","Some college"
"41930","Trump","Male","4-year"
"41931","Biden","Male","Post-grad"
"41932","Trump","Male","Post-grad"
"41933","Trump","Male","4-year"
"41934","Trump","Male","4-year"
"41935","Trump","Male","Some college"
"41936","Biden","Male","4-year"
"41937","Trump","Male","4-year"
"41938","Biden","Male","Some college"
"41939","Biden","Male","Post-grad"
"41940","Trump","Male","Some college"
"41941","Trump","Male","Some college"
"41942","Trump","Male","Post-grad"
"41943","Trump","Male","Post-grad"
"41944","Biden","Male","Post-grad"
"41945","Biden","Male","Post-grad"
"41946","Trump","Male","Post-grad"
"41947","Biden","Male","4-year"
"41948","Trump","Male","Some college"
"41949","Trump","Male","2-year"
"41950","Trump","Male","Post-grad"
"41951","Trump","Male","2-year"
"41952","Trump","Male","Some college"
"41953","Trump","Male","Post-grad"
"41954","Biden","Male","Post-grad"
"41955","Trump","Male","Some college"
"41956","Biden","Male","Some college"
"41957","Biden","Male","Post-grad"
"41958","Biden","Male","Post-grad"
"41959","Trump","Male","Some college"
"41960","Trump","Male","Some college"
"41961","Trump","Male","Some college"
"41962","Trump","Male","2-year"
"41963","Biden","Male","Post-grad"
"41964","Biden","Male","Post-grad"
"41965","Biden","Male","4-year"
"41966","Biden","Male","Some college"
"41967","Trump","Male","Some college"
"41968","Trump","Male","High school graduate"
"41969","Biden","Male","Post-grad"
"41970","Biden","Female","High school graduate"
"41971","Biden","Male","2-year"
"41972","Biden","Male","Some college"
"41973","Biden","Male","4-year"
"41974","Biden","Male","Some college"
"41975","Biden","Male","4-year"
"41976","Trump","Male","Post-grad"
"41977","Trump","Male","Post-grad"
"41978","Trump","Female","Some college"
"41979","Biden","Male","Post-grad"
"41980","Biden","Male","Post-grad"
"41981","Biden","Female","Post-grad"
"41982","Biden","Female","Some college"
"41983","Trump","Male","Some college"
"41984","Biden","Male","Post-grad"
"41985","Biden","Male","Post-grad"
"41986","Biden","Male","Post-grad"
"41987","Biden","Male","Post-grad"
"41988","Biden","Male","4-year"
"41989","Biden","Male","Post-grad"
"41990","Trump","Male","4-year"
"41991","Trump","Male","4-year"
"41992","Biden","Male","4-year"
"41993","Trump","Male","2-year"
"41994","Trump","Male","4-year"
"41995","Biden","Male","Post-grad"
"41996","Biden","Male","Post-grad"
"41997","Biden","Male","4-year"
"41998","Trump","Female","Some college"
"41999","Biden","Male","4-year"
"42000","Biden","Male","4-year"
"42001","Biden","Male","Some college"
"42002","Trump","Male","Some college"
"42003","Trump","Male","Some college"
"42004","Trump","Male","4-year"
"42005","Biden","Male","Post-grad"
"42006","Biden","Male","Some college"
"42007","Trump","Male","4-year"
"42008","Biden","Male","Some college"
"42009","Trump","Male","Some college"
"42010","Trump","Male","Post-grad"
"42011","Biden","Female","2-year"
"42012","Biden","Male","2-year"
"42013","Biden","Male","Post-grad"
"42014","Biden","Male","4-year"
"42015","Trump","Male","Some college"
"42016","Trump","Male","Some college"
"42017","Trump","Male","Some college"
"42018","Trump","Male","Some college"
"42019","Trump","Male","Some college"
"42020","Trump","Male","4-year"
"42021","Trump","Male","4-year"
"42022","Biden","Male","Some college"
"42023","Trump","Male","Some college"
"42024","Biden","Female","High school graduate"
"42025","Trump","Male","2-year"
"42026","Trump","Male","4-year"
"42027","Biden","Male","4-year"
"42028","Trump","Male","Some college"
"42029","Trump","Male","2-year"
"42030","Trump","Male","2-year"
"42031","Trump","Male","4-year"
"42032","Trump","Male","High school graduate"
"42033","Biden","Male","Post-grad"
"42034","Biden","Male","4-year"
"42035","Biden","Male","Post-grad"
"42036","Trump","Male","2-year"
"42037","Biden","Male","Post-grad"
"42038","Trump","Male","Some college"
"42039","Trump","Male","Some college"
"42040","Biden","Male","Some college"
"42041","Biden","Male","Post-grad"
"42042","Trump","Male","Post-grad"
"42043","Trump","Male","Some college"
"42044","Biden","Male","2-year"
"42045","Trump","Male","Some college"
"42046","Biden","Female","Post-grad"
"42047","Trump","Male","2-year"
"42048","Biden","Male","Post-grad"
"42049","Trump","Male","4-year"
"42050","Biden","Male","Post-grad"
"42051","Trump","Male","4-year"
"42052","Biden","Male","4-year"
"42053","Trump","Male","2-year"
"42054","Trump","Male","4-year"
"42055","Biden","Male","4-year"
"42056","Biden","Male","2-year"
"42057","Biden","Male","High school graduate"
"42058","Biden","Male","Post-grad"
"42059","Biden","Male","4-year"
"42060","Trump","Male","4-year"
"42061","Biden","Male","4-year"
"42062","Biden","Male","Some college"
"42063","Biden","Male","Post-grad"
"42064","Trump","Male","2-year"
"42065","Biden","Male","4-year"
"42066","Biden","Male","Post-grad"
"42067","Trump","Male","4-year"
"42068","Trump","Male","Some college"
"42069","Trump","Male","Some college"
"42070","Biden","Male","Post-grad"
"42071","Trump","Male","4-year"
"42072","Trump","Male","Post-grad"
"42073","Trump","Male","Some college"
"42074","Trump","Male","Post-grad"
"42075","Trump","Male","4-year"
"42076","Biden","Male","Post-grad"
"42077","Biden","Male","No HS"
"42078","Trump","Male","Post-grad"
"42079","Trump","Male","Some college"
"42080","Biden","Male","Some college"
"42081","Biden","Male","4-year"
"42082","Biden","Male","4-year"
"42083","Biden","Male","Post-grad"
"42084","Biden","Male","Post-grad"
"42085","Trump","Male","4-year"
"42086","Biden","Male","Post-grad"
"42087","Biden","Male","4-year"
"42088","Biden","Male","Post-grad"
"42089","Biden","Male","4-year"
"42090","Biden","Male","Post-grad"
"42091","Biden","Male","Some college"
"42092","Trump","Male","Post-grad"
"42093","Trump","Male","Post-grad"
"42094","Biden","Male","Post-grad"
"42095","Biden","Male","4-year"
"42096","Biden","Male","Post-grad"
"42097","Biden","Male","Post-grad"
"42098","Biden","Male","High school graduate"
"42099","Trump","Male","4-year"
"42100","Biden","Male","Post-grad"
"42101","Biden","Male","Post-grad"
"42102","Biden","Female","4-year"
"42103","Trump","Male","Some college"
"42104","Biden","Male","4-year"
"42105","Biden","Male","4-year"
"42106","Biden","Male","4-year"
"42107","Biden","Male","2-year"
"42108","Biden","Male","Post-grad"
"42109","Biden","Male","4-year"
"42110","Biden","Male","4-year"
"42111","Biden","Male","Post-grad"
"42112","Biden","Female","2-year"
"42113","Biden","Male","Post-grad"
"42114","Biden","Male","4-year"
"42115","Biden","Male","4-year"
"42116","Trump","Male","Post-grad"
"42117","Biden","Male","4-year"
"42118","Biden","Female","4-year"
"42119","Trump","Female","4-year"
"42120","Biden","Male","4-year"
"42121","Biden","Male","Post-grad"
"42122","Biden","Male","Post-grad"
"42123","Trump","Male","4-year"
"42124","Biden","Female","Some college"
"42125","Trump","Male","Post-grad"
"42126","Trump","Male","Post-grad"
"42127","Trump","Male","Some college"
"42128","Biden","Male","Post-grad"
"42129","Trump","Male","Some college"
"42130","Trump","Male","4-year"
"42131","Biden","Male","2-year"
"42132","Biden","Male","High school graduate"
"42133","Trump","Male","4-year"
"42134","Trump","Male","Post-grad"
"42135","Trump","Male","Post-grad"
"42136","Biden","Male","Some college"
"42137","Trump","Male","4-year"
"42138","Trump","Female","High school graduate"
"42139","Biden","Male","2-year"
"42140","Biden","Male","4-year"
"42141","Trump","Male","4-year"
"42142","Biden","Male","4-year"
"42143","Biden","Female","Post-grad"
"42144","Trump","Male","4-year"
"42145","Biden","Male","Post-grad"
"42146","Biden","Male","4-year"
"42147","Trump","Male","Post-grad"
"42148","Biden","Male","4-year"
"42149","Trump","Male","4-year"
"42150","Trump","Male","4-year"
"42151","Trump","Male","2-year"
"42152","Biden","Male","Post-grad"
"42153","Biden","Male","Post-grad"
"42154","Trump","Male","4-year"
"42155","Trump","Male","4-year"
"42156","Biden","Male","Post-grad"
"42157","Biden","Male","4-year"
"42158","Trump","Female","High school graduate"
"42159","Trump","Male","Post-grad"
"42160","Biden","Male","High school graduate"
"42161","Biden","Male","Post-grad"
"42162","Biden","Male","4-year"
"42163","Biden","Female","Some college"
"42164","Trump","Female","High school graduate"
"42165","Biden","Male","Some college"
"42166","Biden","Male","2-year"
"42167","Trump","Male","4-year"
"42168","Trump","Male","4-year"
